Name,Height,Weight,Reach,Stance,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,Wins,Losses,Draws,NoContests
Akihiro Gono,67.0,170.0,68.0,Switch,150336000.0,2.18,48.0,2.67,63.0,1.01,84.0,46.0,0.5,35,21,8,0
Gabriel Gonzaga,74.0,242.0,76.0,Orthodox,295833600.0,2.12,45.0,2.94,57.0,2.8,39.0,66.0,1.1,17,11,0,0
Lewis Gonzalez,70.0,170.0,,Orthodox,559008000.0,1.4,37.0,1.87,41.0,2.0,33.0,62.0,0.0,11,3,0,0
Jason Gonzalez,74.0,155.0,74.0,Southpaw,636163200.0,3.06,39.0,3.13,58.0,0.0,0.0,30.0,1.0,11,5,0,0
Pearl Gonzalez,64.0,115.0,,Orthodox,524188800.0,2.23,37.0,4.07,57.0,1.04,11.0,0.0,0.5,6,3,0,0
Erick Gonzalez,71.0,155.0,75.0,Orthodox,695865600.0,2.4,36.0,8.08,40.0,6.0,55.0,50.0,0.0,14,8,0,0
Lyman Good,72.0,170.0,74.0,Orthodox,485913600.0,5.34,48.0,4.01,63.0,0.27,100.0,75.0,0.0,21,6,0,1
Jared Gooden,72.0,170.0,77.0,Orthodox,755049600.0,4.4,48.0,6.74,45.0,0.91,45.0,65.0,0.4,23,10,0,0
Gary Goodridge,75.0,249.0,,Orthodox,-124848000.0,1.84,56.0,2.14,48.0,0.4,100.0,53.0,0.8,23,22,1,0
Gerard Gordeau,77.0,216.0,,Orthodox,-339552000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
Eddie Gordon,72.0,185.0,76.0,Orthodox,427680000.0,2.03,32.0,2.57,60.0,1.93,83.0,63.0,0.0,8,4,0,0
Jared Gordon,69.0,155.0,68.0,Orthodox,589507200.0,5.75,55.0,3.97,56.0,1.78,31.0,62.0,0.0,20,7,0,1
Malcolm Gordon,67.0,125.0,71.0,Switch,643075200.0,2.5,45.0,2.0,43.0,1.72,35.0,26.0,1.0,14,8,0,0
Tresean Gore,72.0,185.0,75.0,Switch,772156800.0,3.0,54.0,5.88,47.0,3.46,75.0,83.0,1.7,6,2,0,0
Alex Gorgees,74.0,155.0,74.0,Switch,808099200.0,0.67,32.0,2.27,38.0,0.0,0.0,54.0,0.0,6,1,0,0
Themba Gorimbo,73.0,170.0,77.0,Orthodox,664588800.0,3.15,61.0,1.09,56.0,4.81,65.0,82.0,0.6,14,5,0,0
Tim Gorman,65.0,135.0,,Southpaw,420422400.0,2.73,31.0,5.57,46.0,1.0,9.0,33.0,0.0,9,4,0,0
Jonathan Goulet,72.0,170.0,73.0,Orthodox,300672000.0,1.61,41.0,2.01,46.0,4.17,70.0,45.0,0.6,23,12,0,1
Thibault Gouti,70.0,155.0,72.0,Orthodox,541382400.0,3.68,34.0,5.64,50.0,1.23,80.0,83.0,0.3,12,5,0,0
Wilson Gouveia,73.0,185.0,76.0,Orthodox,276220800.0,3.02,39.0,4.06,56.0,0.9,66.0,57.0,2.2,14,8,0,0
Damian Grabowski,73.0,241.0,75.0,Orthodox,326937600.0,4.0,36.0,7.65,51.0,0.0,0.0,0.0,0.0,20,5,0,0
Royce Gracie,73.0,175.0,,Southpaw,-96422400.0,0.88,41.0,1.13,37.0,0.0,0.0,66.0,0.8,15,2,3,0
Renzo Gracie,70.0,185.0,,Orthodox,-88732800.0,1.71,41.0,1.67,55.0,1.13,20.0,40.0,0.8,13,7,1,1
Rolles Gracie,76.0,242.0,,Orthodox,269222400.0,2.3,32.0,3.38,55.0,2.3,10.0,0.0,0.0,8,4,0,0
Roger Gracie,76.0,185.0,79.0,Orthodox,370310400.0,1.78,35.0,1.79,61.0,1.87,53.0,60.0,1.9,8,2,0,0
Kron Gracie,69.0,145.0,70.0,Southpaw,584582400.0,2.95,42.0,5.73,51.0,0.35,25.0,0.0,0.7,5,3,0,0
Miranda Granger,67.0,115.0,68.0,Orthodox,703123200.0,2.79,47.0,2.57,57.0,0.0,0.0,33.0,0.0,7,3,0,0
TJ Grant,70.0,155.0,72.0,Orthodox,446601600.0,3.95,54.0,3.21,56.0,1.63,43.0,36.0,0.6,21,5,0,0
Davey Grant,68.0,135.0,69.0,Orthodox,503712000.0,5.25,44.0,3.89,55.0,1.14,40.0,61.0,0.2,16,7,0,0
Dwight Grant,73.0,185.0,76.0,Switch,463968000.0,3.29,36.0,2.66,60.0,0.61,100.0,66.0,0.0,11,6,0,0
Alexa Grasso,65.0,125.0,66.0,Orthodox,744854400.0,4.19,41.0,3.69,58.0,0.44,40.0,54.0,0.7,16,4,1,0
Tony Gravely,65.0,135.0,69.0,Orthodox,686016000.0,3.82,48.0,4.47,44.0,5.4,41.0,52.0,0.3,23,9,0,0
Michael Graves,70.0,170.0,71.0,Orthodox,663292800.0,1.25,54.0,1.47,58.0,4.8,52.0,66.0,0.4,6,0,1,0
King Green,70.0,155.0,71.0,Orthodox,526608000.0,6.43,53.0,3.73,62.0,1.23,39.0,74.0,0.3,32,16,1,1
Desmond Green,70.0,155.0,73.0,Southpaw,624067200.0,3.7,46.0,2.51,69.0,1.62,50.0,75.0,0.0,23,8,0,0
Gabe Green,70.0,155.0,73.0,Switch,736300800.0,6.28,45.0,6.95,47.0,0.83,50.0,53.0,0.3,11,5,0,0
Maurice Greene,79.0,258.0,80.0,Orthodox,520905600.0,3.28,45.0,3.61,45.0,0.0,0.0,27.0,0.4,9,7,0,0
Matt Grice,68.0,145.0,70.0,Orthodox,365212800.0,4.09,53.0,2.69,56.0,2.19,37.0,82.0,0.5,15,5,0,0
Forrest Griffin,75.0,205.0,77.0,Orthodox,290390400.0,4.38,36.0,2.81,61.0,1.05,48.0,57.0,0.7,19,7,0,0
Tyson Griffin,66.0,145.0,68.0,Orthodox,451267200.0,3.71,41.0,2.3,65.0,1.87,46.0,59.0,0.9,16,8,0,0
Max Griffin,71.0,170.0,76.0,Orthodox,502070400.0,3.75,48.0,3.66,58.0,1.37,40.0,69.0,0.3,20,11,0,0
Jordan Griffin,70.0,145.0,73.0,Southpaw,636163200.0,2.52,46.0,3.02,50.0,1.45,35.0,42.0,1.9,18,9,0,0
Chad Griggs,73.0,205.0,73.0,Orthodox,264038400.0,2.67,50.0,2.22,46.0,1.51,66.0,41.0,0.0,11,3,0,0
Charalampos Grigoriou,67.0,135.0,67.0,Orthodox,702000000.0,2.62,48.0,3.97,46.0,2.62,80.0,90.0,0.0,8,5,0,0
Maxim Grishin,75.0,205.0,78.0,Orthodox,452304000.0,3.26,52.0,2.27,58.0,0.21,16.0,66.0,0.0,32,10,2,0
Josh Grispi,71.0,145.0,74.0,Orthodox,592790400.0,1.44,41.0,3.71,50.0,1.97,36.0,16.0,2.2,14,5,0,0
Kendall Grove,78.0,185.0,79.0,Orthodox,405907200.0,2.31,41.0,2.4,54.0,0.49,45.0,56.0,1.7,23,17,0,1
Neil Grove,78.0,265.0,,Orthodox,33004800.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.3,12,8,1,0
Chris Gruetzemacher,68.0,155.0,68.0,Orthodox,519264000.0,6.18,57.0,4.96,52.0,0.21,50.0,65.0,0.0,15,5,0,0
Vik Grujic,71.0,170.0,73.0,Orthodox,224035200.0,2.24,48.0,3.39,41.0,1.18,33.0,26.0,0.4,6,6,0,0
Mike Grundy,67.0,145.0,72.0,Orthodox,536630400.0,2.09,45.0,4.45,56.0,4.06,28.0,50.0,0.4,12,4,0,0
Wang Guan,69.0,145.0,71.0,Orthodox,511142400.0,4.73,43.0,3.27,60.0,0.0,0.0,0.0,0.0,20,1,1,0
Nandor Guelmino,75.0,230.0,,,188265600.0,3.62,56.0,3.16,33.0,0.0,0.0,42.0,0.0,11,5,1,0
Shannon Gugerty,70.0,155.0,71.0,Orthodox,378518400.0,1.25,39.0,1.88,58.0,2.13,27.0,50.0,3.4,15,7,0,0
Clay Guida,67.0,155.0,70.0,Orthodox,376617600.0,2.63,33.0,3.0,61.0,3.1,35.0,66.0,0.6,38,22,0,0
Melvin Guillard,69.0,155.0,71.0,Orthodox,417830400.0,2.96,40.0,1.85,66.0,1.3,63.0,61.0,0.2,32,18,2,3
Marcelo Guimaraes,72.0,185.0,73.0,Orthodox,425347200.0,4.67,51.0,4.41,62.0,1.99,13.0,0.0,0.0,9,2,1,0
John Gunderson,69.0,155.0,69.0,Orthodox,284342400.0,1.04,27.0,1.71,58.0,1.67,33.0,11.0,2.0,35,16,2,0
John Gunther,69.0,155.0,72.0,Orthodox,501638400.0,1.65,37.0,3.72,46.0,7.08,42.0,0.0,0.0,5,1,0,0
Jorge Gurgel,67.0,155.0,69.0,Orthodox,222998400.0,3.37,32.0,3.62,62.0,0.81,23.0,60.0,0.5,14,10,0,0
Bogdan Guskov,75.0,205.0,76.0,Orthodox,716256000.0,3.96,55.0,3.22,43.0,0.0,0.0,57.0,1.2,17,3,0,0
Andre Gusmao,72.0,205.0,,Orthodox,232848000.0,2.79,43.0,3.28,60.0,0.0,0.0,60.0,0.0,6,3,0,0
Alexander Gustafsson,77.0,205.0,79.0,Orthodox,537667200.0,4.03,40.0,3.53,51.0,1.53,39.0,83.0,0.4,18,8,0,0
Horacio Gutierrez,70.0,145.0,,,653356800.0,0.86,26.0,2.91,46.0,0.0,0.0,50.0,0.0,4,3,0,0
Chris Gutierrez,69.0,135.0,67.0,Orthodox,672278400.0,4.72,59.0,2.64,64.0,0.26,30.0,71.0,0.1,21,6,2,0
Mike Guymon,72.0,170.0,74.0,Orthodox,148608000.0,2.75,65.0,0.79,66.0,1.87,37.0,54.0,1.2,15,6,1,0
Cody Haddon,67.0,135.0,69.0,Orthodox,905212800.0,9.2,51.0,3.47,64.0,2.48,37.0,83.0,0.8,8,1,0,0
Jake Hadley,67.0,135.0,70.0,Southpaw,839030400.0,3.8,43.0,4.16,61.0,0.33,11.0,54.0,1.1,11,4,0,0
Damir Hadzovic,69.0,155.0,70.0,Orthodox,523843200.0,3.34,47.0,3.74,59.0,0.91,54.0,34.0,0.1,14,8,0,0
Bassil Hafez,71.0,170.0,72.0,Orthodox,696816000.0,3.71,38.0,5.68,41.0,2.21,24.0,50.0,0.0,9,4,1,0
Tim Hague,76.0,260.0,76.0,Orthodox,421286400.0,2.79,47.0,4.14,46.0,1.72,33.0,85.0,0.9,21,13,0,0
Uriah Hall,72.0,185.0,79.0,Orthodox,460080000.0,3.23,48.0,3.85,54.0,0.54,38.0,64.0,0.1,18,11,0,0
Ryan Hall,70.0,145.0,70.0,Southpaw,477878400.0,2.38,50.0,1.33,65.0,0.22,9.0,0.0,2.2,9,2,0,0
Dennis Hallman,69.0,155.0,72.0,Orthodox,186710400.0,1.12,44.0,1.96,43.0,1.79,30.0,25.0,2.1,53,20,2,1
Piotr Hallmann,69.0,155.0,71.0,Orthodox,556848000.0,3.98,45.0,3.17,58.0,2.55,44.0,70.0,0.4,18,6,0,0
Tony Halme,75.0,300.0,,Orthodox,-220492800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0
John Halverson,69.0,155.0,,Southpaw,84758400.0,2.94,43.0,5.29,47.0,0.0,0.0,66.0,2.0,16,8,0,1
Matt Hamill,73.0,205.0,76.0,Orthodox,213321600.0,3.69,42.0,3.8,61.0,3.0,34.0,91.0,0.0,12,8,0,0
Anthony Hamilton,77.0,260.0,76.0,Orthodox,324518400.0,3.91,65.0,3.02,45.0,2.62,42.0,78.0,0.0,15,9,0,0
Jared Hamman,75.0,185.0,75.0,Orthodox,384307200.0,5.15,42.0,3.93,55.0,1.57,46.0,30.0,0.0,14,6,0,0
James Hammortree,75.0,185.0,,Orthodox,438912000.0,1.93,30.0,4.13,44.0,2.0,50.0,100.0,1.0,6,3,0,0
Kay Hansen,62.0,115.0,63.0,Orthodox,934588800.0,3.01,50.0,3.19,51.0,1.83,22.0,37.0,0.8,7,6,0,0
Nasrat Haqparast,70.0,155.0,72.0,Southpaw,809049600.0,6.15,44.0,5.65,62.0,0.28,20.0,84.0,0.0,17,5,0,0
Antoni Hardonk,76.0,245.0,78.0,Orthodox,192326400.0,3.4,61.0,3.07,46.0,0.0,0.0,40.0,0.9,8,6,0,0
Dan Hardy,72.0,170.0,74.0,Orthodox,390441600.0,2.46,35.0,3.44,51.0,0.73,35.0,35.0,0.4,25,10,0,1
Veronica Hardy,64.0,125.0,64.0,Southpaw,815011200.0,3.12,45.0,3.48,49.0,0.93,41.0,55.0,0.3,9,5,1,0
Greg Hardy,77.0,265.0,80.0,Orthodox,586051200.0,4.79,50.0,3.31,55.0,0.2,33.0,64.0,0.0,7,5,0,1
Gerald Harris,71.0,185.0,77.0,Southpaw,311817600.0,1.41,29.0,1.58,62.0,2.96,54.0,72.0,0.0,23,5,0,0
Phil Harris,64.0,125.0,65.0,Orthodox,431481600.0,2.34,26.0,3.16,68.0,1.76,21.0,60.0,0.0,22,12,0,2
Walt Harris,77.0,250.0,77.0,Southpaw,424051200.0,3.05,39.0,3.33,54.0,0.29,28.0,70.0,0.1,13,10,0,1
Carlston Harris,72.0,170.0,76.0,Orthodox,552787200.0,3.79,43.0,3.46,54.0,1.46,22.0,55.0,0.6,19,7,0,0
Kayla Harrison,68.0,135.0,66.0,Southpaw,646876800.0,4.87,64.0,1.19,64.0,2.75,30.0,100.0,0.7,18,1,0,0
Collin Hart,73.0,185.0,,Orthodox,624153600.0,6.33,44.0,7.53,51.0,2.0,16.0,50.0,0.0,6,3,1,0
Dale Hartt,70.0,155.0,69.0,Orthodox,292032000.0,1.14,35.0,1.55,66.0,1.22,100.0,25.0,2.5,6,3,0,0
Clay Harvison,73.0,170.0,74.0,Orthodox,338688000.0,3.29,48.0,3.91,58.0,0.66,100.0,68.0,1.3,13,6,0,0
Chris Haseman,71.0,205.0,,Orthodox,-18403200.0,0.93,70.0,4.67,28.0,0.0,0.0,40.0,2.0,20,17,0,0
Hayder Hassan,70.0,170.0,,,403920000.0,2.11,46.0,3.16,48.0,0.0,0.0,25.0,0.0,6,3,0,0
John Hathaway,73.0,170.0,75.0,Orthodox,553996800.0,3.4,40.0,1.8,62.0,2.61,43.0,60.0,0.9,17,2,0,0
Phil Hawes,72.0,185.0,77.0,Orthodox,600220800.0,5.33,59.0,3.72,55.0,2.11,34.0,90.0,0.2,12,6,0,0
Tommy Hayden,69.0,145.0,,Southpaw,510883200.0,1.48,27.0,2.05,55.0,3.42,33.0,66.0,0.0,11,3,0,0
Josh Haynes,69.0,170.0,,Orthodox,239068800.0,1.25,22.0,4.03,52.0,0.94,18.0,42.0,0.0,14,11,0,0
Dustin Hazelett,73.0,170.0,76.0,Orthodox,515116800.0,2.24,40.0,3.51,46.0,0.55,50.0,25.0,4.1,12,7,0,0
James Head,73.0,170.0,73.0,Orthodox,445132800.0,2.75,48.0,3.11,49.0,0.41,100.0,66.0,0.8,9,4,0,0
Pat Healy,72.0,155.0,72.0,Orthodox,427507200.0,2.57,36.0,2.57,50.0,3.08,37.0,55.0,1.1,34,23,0,1
David Heath,71.0,205.0,72.0,Orthodox,192758400.0,1.48,30.0,5.16,49.0,0.33,50.0,57.0,1.0,18,7,0,0
Chris Heatherly,69.0,155.0,,Orthodox,564710400.0,1.08,45.0,2.67,52.0,3.39,50.0,100.0,0.7,9,4,0,1
Jake Hecht,72.0,170.0,73.0,Orthodox,445132800.0,3.26,47.0,2.76,56.0,2.04,37.0,40.0,0.0,11,4,0,0
Nick Hein,66.0,155.0,66.0,Southpaw,451612800.0,2.65,35.0,3.61,59.0,0.86,33.0,83.0,0.0,14,5,0,1
Ian Heinisch,71.0,185.0,72.0,Orthodox,586742400.0,3.25,50.0,2.98,59.0,1.02,17.0,59.0,0.7,14,5,0,0
Marcin Held,69.0,155.0,71.0,Orthodox,695692800.0,1.41,34.0,2.02,47.0,2.46,46.0,37.0,1.3,23,7,0,0
Delson Heleno,71.0,185.0,,Orthodox,248486400.0,0.69,75.0,4.83,19.0,0.0,0.0,0.0,0.0,29,10,0,0
Dan Henderson,71.0,185.0,74.0,Orthodox,20304000.0,2.44,47.0,2.7,51.0,1.52,52.0,57.0,0.3,32,15,0,0
Benson Henderson,69.0,170.0,70.0,Southpaw,437788800.0,2.93,45.0,1.79,63.0,2.4,45.0,63.0,0.8,24,7,0,0
Josh Hendricks,74.0,235.0,,Southpaw,210038400.0,0.98,20.0,11.8,29.0,0.0,0.0,0.0,0.0,19,11,0,1
Johny Hendricks,69.0,185.0,69.0,Southpaw,432172800.0,3.49,45.0,3.99,53.0,3.83,46.0,63.0,0.3,18,8,0,0
Cory Hendricks,75.0,205.0,,Switch,579225600.0,3.13,39.0,4.07,42.0,0.0,0.0,100.0,0.0,3,1,0,0
Luis Henrique,74.0,243.0,74.0,Orthodox,745891200.0,1.81,43.0,2.22,47.0,3.09,36.0,50.0,1.0,10,5,0,1
Danny Henry,72.0,145.0,73.0,Orthodox,585100800.0,5.2,51.0,4.16,45.0,0.74,33.0,50.0,2.2,12,4,0,0
Victor Henry,67.0,135.0,68.0,Switch,547084800.0,7.66,53.0,5.48,47.0,0.84,36.0,84.0,0.4,24,7,0,1
Jai Herbert,73.0,155.0,77.0,Orthodox,579484800.0,3.16,42.0,3.37,52.0,0.5,23.0,59.0,0.0,13,5,1,0
Ed Herman,73.0,205.0,77.0,Orthodox,339292800.0,3.31,48.0,3.71,42.0,1.96,47.0,59.0,1.0,27,16,0,1
Dave Herman,76.0,242.0,77.0,Orthodox,465609600.0,4.98,60.0,3.78,48.0,1.49,100.0,58.0,0.0,22,6,0,0
Jack Hermansson,73.0,185.0,77.0,Orthodox,581904000.0,5.09,44.0,3.69,56.0,1.53,30.0,80.0,0.4,24,8,0,0
Alexander Hernandez,69.0,155.0,72.0,Orthodox,717897600.0,4.43,41.0,4.61,57.0,0.95,29.0,71.0,0.1,15,8,0,0
Anthony Hernandez,72.0,185.0,75.0,Orthodox,750902400.0,4.9,63.0,2.88,46.0,6.64,44.0,65.0,2.3,13,2,0,1
Nohelin Hernandez,70.0,135.0,71.0,Orthodox,762480000.0,1.32,34.0,2.63,52.0,0.71,50.0,37.0,0.0,9,4,0,0
Carlos Hernandez,68.0,125.0,67.0,Orthodox,751507200.0,3.9,45.0,3.43,50.0,1.6,21.0,67.0,0.2,10,4,0,0
Geane Herrera,65.0,125.0,66.0,Orthodox,643766400.0,1.51,31.0,5.07,52.0,0.83,37.0,38.0,0.6,9,3,0,0
Felice Herrig,64.0,115.0,65.0,Orthodox,464313600.0,3.84,37.0,5.19,48.0,1.08,28.0,75.0,0.8,14,10,0,0
Heath Herring,76.0,250.0,78.0,Orthodox,257644800.0,2.37,50.0,1.77,54.0,1.22,50.0,32.0,0.7,28,16,0,1
Clint Hester,74.0,205.0,77.0,Orthodox,532915200.0,3.36,42.0,3.44,56.0,1.02,35.0,60.0,0.0,11,6,0,0
Jimy Hettes,69.0,145.0,71.0,Southpaw,550195200.0,3.47,57.0,3.5,57.0,5.2,44.0,61.0,1.4,11,3,0,0
Jay Hieron,72.0,170.0,75.0,Orthodox,207446400.0,1.66,32.0,1.89,61.0,4.05,60.0,66.0,1.0,23,7,0,0
Brady Hiestand,68.0,135.0,71.0,Orthodox,925430400.0,2.7,50.0,3.75,51.0,4.8,46.0,42.0,1.1,9,2,0,0
Jason High,68.0,155.0,73.0,Southpaw,371692800.0,1.28,42.0,1.56,48.0,2.36,63.0,37.0,2.8,21,6,0,0
Richie Hightower,68.0,170.0,,Orthodox,154656000.0,4.62,35.0,6.92,21.0,3.46,100.0,100.0,0.0,8,4,0,1
Corey Hill,76.0,155.0,80.0,Orthodox,276220800.0,3.57,46.0,1.61,70.0,3.02,80.0,100.0,0.0,6,9,0,0
Angela Hill,63.0,115.0,64.0,Orthodox,474336000.0,5.46,49.0,4.93,61.0,0.76,32.0,74.0,0.1,17,14,0,0
Jamahal Hill,76.0,205.0,79.0,Southpaw,674611200.0,7.05,53.0,4.02,45.0,0.0,0.0,73.0,0.0,12,3,0,1
Branden Lee Hinkle,75.0,235.0,,Orthodox,112752000.0,2.61,69.0,3.91,26.0,4.34,57.0,66.0,4.3,17,11,0,1
Hatsu Hioki,71.0,145.0,73.0,Orthodox,427334400.0,2.42,42.0,2.12,65.0,2.55,56.0,54.0,0.6,29,10,2,0
Kuniyoshi Hironaka,70.0,168.0,70.0,Orthodox,203817600.0,1.98,40.0,3.01,54.0,1.91,30.0,25.0,0.6,23,9,0,0
Mizuto Hirota,67.0,155.0,67.0,Orthodox,357868800.0,3.36,40.0,3.5,54.0,1.36,50.0,58.0,0.1,18,10,2,0
Kwan Ho Kwak,65.0,135.0,,Switch,614131200.0,3.29,41.0,3.45,47.0,0.78,100.0,26.0,0.0,9,2,0,0
Matt Hobar,70.0,135.0,70.0,Southpaw,536976000.0,3.23,42.0,4.27,52.0,3.66,44.0,50.0,0.0,9,3,0,0
Bobby Hoffman,74.0,245.0,,Orthodox,-37152000.0,2.02,70.0,1.32,19.0,1.17,50.0,0.0,1.2,36,10,1,2
Sam Hoger,74.0,205.0,,Orthodox,330998400.0,1.07,25.0,2.25,57.0,1.12,38.0,29.0,1.3,10,4,0,0
Andrew Holbrook,71.0,155.0,70.0,Southpaw,508032000.0,2.2,49.0,3.0,54.0,0.85,18.0,10.0,2.1,12,3,0,0
Chris Holdsworth,71.0,135.0,,,562032000.0,1.85,29.0,1.94,58.0,3.38,62.0,100.0,2.0,6,0,0,0
Kevin Holland,75.0,185.0,81.0,Orthodox,720921600.0,4.22,49.0,3.22,50.0,0.82,38.0,53.0,0.6,26,13,0,1
Roger Hollett,71.0,205.0,,Orthodox,276652800.0,1.83,47.0,6.47,34.0,1.0,28.0,30.0,0.0,13,5,0,0
Max Holloway,71.0,145.0,69.0,Orthodox,691804800.0,7.16,47.0,4.76,59.0,0.25,53.0,83.0,0.3,26,8,0,0
Holly Holm,68.0,135.0,69.0,Southpaw,372124800.0,3.13,40.0,2.92,55.0,0.87,30.0,76.0,0.1,15,7,0,1
Joseph Holmes,76.0,185.0,80.0,Orthodox,804816000.0,2.88,53.0,3.08,54.0,1.49,40.0,50.0,0.8,8,4,0,0
Kurt Holobaugh,71.0,155.0,70.0,Orthodox,526521600.0,4.63,45.0,4.35,47.0,0.76,33.0,42.0,0.8,22,8,0,1
Paddy Holohan,70.0,125.0,69.0,Orthodox,578620800.0,2.13,46.0,2.81,46.0,2.88,47.0,71.0,1.3,12,2,1,0
Mark Holst,72.0,155.0,,Orthodox,492825600.0,0.25,19.0,1.67,47.0,0.76,100.0,60.0,2.3,12,6,0,0
Scott Holtzman,69.0,155.0,69.0,Orthodox,433728000.0,4.32,47.0,3.66,55.0,1.88,56.0,67.0,0.2,14,6,0,0
Sabah Homasi,72.0,170.0,72.0,Orthodox,593222400.0,4.98,48.0,6.91,47.0,2.8,50.0,66.0,0.0,11,8,0,0
Mark Hominick,68.0,145.0,68.0,Orthodox,396144000.0,4.08,42.0,4.18,69.0,0.25,66.0,71.0,0.9,20,12,0,0
Barb Honchak,64.0,125.0,65.0,Orthodox,304819200.0,4.04,30.0,4.67,66.0,0.0,0.0,0.0,1.3,10,4,0,0
Satoshi Honma,73.0,205.0,,Orthodox,-51148800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,3,0
Dan Hooker,72.0,155.0,75.0,Switch,634867200.0,5.03,48.0,4.72,51.0,0.73,34.0,78.0,0.3,24,12,0,0
Chase Hooper,73.0,155.0,74.0,Southpaw,937180800.0,4.97,52.0,3.26,37.0,1.83,27.0,57.0,2.4,15,3,1,0
Darrell Horcher,70.0,155.0,70.0,Southpaw,554428800.0,2.05,44.0,4.21,39.0,0.35,50.0,47.0,0.7,13,4,0,0
Yoshinori Horie,68.0,145.0,70.0,Orthodox,800064000.0,2.76,49.0,5.65,48.0,0.0,0.0,0.0,0.0,8,2,0,0
Kyoji Horiguchi,65.0,125.0,66.0,Orthodox,655689600.0,3.6,45.0,2.45,62.0,2.0,44.0,55.0,0.0,19,2,0,0
Jeremy Horn,73.0,185.0,74.0,Orthodox,178156800.0,1.19,39.0,1.99,55.0,1.83,38.0,29.0,1.1,91,22,5,1
Jamey-Lyn Horth,67.0,125.0,66.0,Orthodox,638755200.0,2.72,51.0,2.58,60.0,1.0,36.0,72.0,0.2,7,2,0,0
Matt Horwich,73.0,185.0,,Orthodox,276134400.0,1.11,62.0,2.16,38.0,0.33,9.0,28.0,2.7,30,25,1,0
Jeff Hougland,67.0,135.0,68.0,Orthodox,270864000.0,1.86,48.0,3.46,47.0,0.86,18.0,0.0,1.1,10,6,0,0
Brian Houston,74.0,185.0,,Orthodox,357091200.0,1.9,35.0,3.67,53.0,0.95,100.0,87.0,0.0,4,6,0,0
John Howard,67.0,170.0,72.0,Orthodox,415324800.0,2.15,50.0,3.08,51.0,2.7,49.0,53.0,0.4,24,13,0,0
Shane Howell,68.0,125.0,,Orthodox,438825600.0,1.27,32.0,2.55,42.0,0.0,0.0,20.0,0.0,13,10,0,0
Hu Yaozong,75.0,185.0,72.0,Orthodox,797212800.0,3.35,48.0,5.09,35.0,0.0,0.0,33.0,0.4,3,3,0,0
Carlos Huachin,64.0,135.0,67.0,Southpaw,833846400.0,2.1,21.0,4.8,50.0,0.0,0.0,66.0,0.0,10,5,1,0
Austin Hubbard,70.0,155.0,71.0,Orthodox,693360000.0,4.12,43.0,3.92,57.0,1.54,34.0,67.0,0.0,17,8,0,0
Roger Huerta,69.0,155.0,70.0,Orthodox,422236800.0,3.64,36.0,2.33,56.0,2.13,46.0,52.0,0.5,23,9,1,1
Matt Hughes,69.0,170.0,73.0,Switch,119318400.0,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,45,9,0,0
Mark Hughes,69.0,205.0,,Southpaw,119318400.0,0.9,47.0,0.4,42.0,3.0,50.0,0.0,4.5,6,2,0,0
Jeff Hughes,74.0,250.0,77.0,Orthodox,579830400.0,3.95,51.0,3.67,60.0,0.71,50.0,45.0,0.0,10,4,0,1
Sam Hughes,65.0,115.0,64.0,Orthodox,709689600.0,4.33,46.0,4.46,56.0,0.85,30.0,60.0,0.0,9,6,0,0
Victor Hugo,67.0,135.0,71.0,Orthodox,722390400.0,3.27,44.0,2.95,56.0,0.81,33.0,73.0,1.2,25,5,0,0
Harry Hunsucker,74.0,205.0,75.0,Orthodox,599788800.0,3.54,52.0,6.53,42.0,0.0,0.0,0.0,2.0,7,6,0,0
Mark Hunt,70.0,265.0,72.0,Orthodox,133228800.0,2.81,43.0,2.9,51.0,0.51,55.0,64.0,0.2,13,14,1,1
Solomon Hutcherson,71.0,185.0,,Southpaw,84067200.0,2.59,39.0,2.59,64.0,3.53,100.0,0.0,0.0,11,7,0,1
Al Iaquinta,70.0,155.0,70.0,Orthodox,546739200.0,4.06,40.0,4.53,61.0,0.63,18.0,74.0,0.2,14,7,1,0
Khadis Ibragimov,75.0,205.0,78.0,Orthodox,801014400.0,3.55,49.0,4.26,47.0,0.97,30.0,80.0,0.3,8,4,0,0
Dan Ige,67.0,145.0,71.0,Orthodox,681436800.0,3.66,45.0,3.5,56.0,0.99,26.0,57.0,0.2,18,9,0,0
Fabiano Iha,68.0,155.0,,Orthodox,17971200.0,1.73,47.0,2.49,42.0,2.88,40.0,50.0,2.9,9,5,0,0
Zelim Imadaev,72.0,170.0,76.0,Orthodox,790992000.0,2.91,36.0,4.35,43.0,0.38,50.0,60.0,0.0,8,3,0,0
Nassourdine Imavov,75.0,185.0,75.0,Orthodox,794016000.0,4.45,55.0,3.26,58.0,0.85,32.0,78.0,1.1,16,4,0,1
Brad Imes,79.0,265.0,,Orthodox,227059200.0,2.73,31.0,4.24,49.0,1.72,71.0,0.0,1.0,13,7,0,0
